time_min,T_cabin_C,T_mass_C,T_vent_C,CO2_ppm,u_hvac,u_ptc,u_blower,u_recirc,T_ambient_C,n_passengers,v_vehicle_m_s,solar_W_m2,P_hvac_W,P_hp_W,P_blower_W
0,28.0,30.0,28.0,420.0,0.0,0.0,0.1,0.5,32.0,0.0,0.0,800.0,0.0,0.0,0.0
1,28.455016995210997,30.045999999999992,28.146869321205997,420.0,0.7928736279096094,0.0,0.9999999930273622,0.8999953965046954,32.0,0.0,0.0,800.0,0.30000000000000004,0.0,0.30000000000000004
2,27.59839372338712,30.108360679808413,15.437375119185901,420.0,0.753166527280247,0.0,1.0000000099848239,0.8999999295105815,32.0,0.0,0.0,800.0,766.5552423593026,466.5552486346766,299.999993724626
3,26.40073807854486,30.133962001551538,9.83859397435208,420.0,0.7119323456927181,0.0,1.0000000099850033,0.8999999552366899,32.0,0.0,0.0,800.0,738.2748114364204,438.27481143642035,300.0
4,25.225161540098668,30.110633044631243,7.242967779386049,420.0,0.6748609224139026,0.0,1.0000000099800292,0.8999999724786053,32.0,0.0,0.0,800.0,709.5631475005883,409.56314750058834,300.0
5,24.196327430845997,30.041214184449927,6.039744429147902,420.0,0.6436705600597542,0.0,1.00000000998839,0.9000000009230743,32.0,0.0,0.0,800.0,684.3025440980773,384.30254409807736,300.0
6,23.33899756035993,29.933418714305787,5.481980482108952,420.0,0.4816646993966315,0.0,1.0000000099738897,0.9000000001604294,32.0,0.0,5.0,800.0,663.4425192381642,363.4425192381642,300.0
7,22.639684582092457,29.795641868147925,5.223424492839229,420.0,0.46625865624209495,0.0,0.9061754827480901,0.9000000044341004,32.0,0.0,5.0,800.0,634.3797299470777,334.37972994707775,300.0
8,22.23166942552666,29.6354035767057,5.099757015300952,420.0,0.45666160484131607,0.0,0.8906441362441221,0.9000000063737246,32.0,3.0,5.0,800.0,545.6279566377704,322.39506842525253,223.23288821251785
9,22.241491069535755,29.465254210658543,5.044389320893288,720.0,0.5747532894594312,0.0,0.8933827147634241,0.4170072883098211,32.0,3.0,5.0,800.0,526.9277168375783,314.97748612621587,211.95023071136237
