time_min,T_cabin_C,T_mass_C,T_vent_C,CO2_ppm,u_hvac,u_ptc,u_blower,u_recirc,T_ambient_C,n_passengers,v_vehicle_m_s,solar_W_m2,P_hvac_W,P_hp_W,P_blower_W
0,25.0,27.0,25.0,600.0,0.0,0.0,0.1,0.5,33.0,2.0,5.0,600.0,0.0,0.0,0.0
1,25.835191659835118,27.075903289707185,25.293738642412222,788.0,0.608518282222777,0.0,0.9999999963345803,0.6218084619226035,33.0,2.0,5.0,600.0,0.30000000000000004,0.0,0.30000000000000004
2,25.436725351759776,27.17941112079137,14.148573470249005,802.4340193302013,0.5949525736287037,0.0,1.0000000099941773,0.6068677160430251,33.0,2.0,5.0,600.0,736.8305011800721,436.8305044789499,299.99999670112226
3,24.640657082510927,27.23958964761397,9.241128840449903,801.9711400206974,0.577942374364338,0.0,1.0000000099946036,0.6088660828969481,33.0,2.0,5.0,600.0,725.5424167511744,425.54241675117436,300.0
4,23.7741949441633,27.230358059165667,6.9660079945507505,802.7686490652125,0.442912966574339,0.0,1.0000000099921535,0.6063308726684589,33.0,2.0,15.0,600.0,711.5033948827279,411.5033948827279,300.0
5,23.037011820719158,27.22237007201261,5.911357472433508,801.856382335379,0.3904268352697097,0.0,1.0000000099845385,0.6068413405970313,33.0,2.0,25.0,600.0,687.1086382112173,387.10863821121734,300.0
6,22.441813280689473,27.2082556167893,5.422465662736272,801.6828578507856,0.38396816742534107,0.0,1.0000000097377881,0.6053921116568264,33.0,2.0,25.0,600.0,673.6200941969864,373.6200941969864,300.0
7,21.96017218280832,27.173398647594524,5.195835903021134,800.8627691130706,0.40471391958998215,0.0,0.7479315957250514,0.47860033458468215,33.0,2.0,25.0,600.0,666.8385542909493,366.83855429094933,300.0
8,21.963778453473594,27.10175705605991,5.0814458410013685,802.8287117675246,0.4079080085160066,0.0,0.7240016993143764,0.4587970311151192,33.0,2.0,25.0,600.0,514.2188695624774,388.70061403147884,125.51825553099853
9,21.96075120022391,26.99940496008287,5.0338617881110395,802.822725507699,0.4062751761868991,0.0,0.7327132592770547,0.4650883898022732,33.0,2.0,25.0,600.0,505.9389303121822,392.0871014444693,113.85182886771292
10,21.952848459692575,26.920439829755594,5.01415078123398,802.7662918648343,0.40441652424207886,0.0,0.7445698159666294,0.4734621132813719,33.0,2.0,25.0,600.0,508.3664748646735,390.355225903714,118.01124896095949
11,21.946685278914515,26.87125575500818,5.005943051207396,802.6845434029219,0.40414320523890174,0.0,0.7457178676900481,0.47429838444489875,33.0,2.0,25.0,600.0,512.2189099958687,388.3855850419689,123.83332495389978
12,21.94285287524781,26.83151115377109,5.002494863857692,802.6552877702011,0.40564707701440655,0.0,0.7345520901178195,0.46635767783798,33.0,2.0,25.0,600.0,512.503126229528,388.0961020238828,124.40702420564524
13,21.939518188817487,26.779005413718608,5.001040808542484,802.6602041054567,0.40856652615656186,0.0,0.7135645656083337,0.45130215024988435,33.0,2.0,25.0,600.0,508.5913816977075,389.6894114168685,118.901970280839
14,21.934021292780187,26.697312264104085,5.000429138101765,802.8955860357574,0.4086859956604962,0.0,0.7125296595578151,0.45044504493440685,33.0,2.0,25.0,600.0,501.78461134029993,392.7859707661302,108.9986405741697
15,21.925968039544728,26.621122086130697,5.000176096716018,802.9862064147773,0.4065229641950709,0.0,0.727254321248892,0.4611065222772707,33.0,2.0,25.0,600.0,501.4378612569133,392.9127860813973,108.525075175516
16,21.91930254868987,26.577953992280243,5.000071829929539,802.8567078941712,0.4058180289416126,0.0,0.7316704331543209,0.46440782135138853,33.0,2.0,25.0,600.0,506.0111431296867,390.61795136526734,115.39319176441931
17,21.915755808152994,26.549027940044823,5.000028380540584,802.813076800223,0.40690947458418353,0.0,0.7239022014672962,0.4587122885061537,33.0,2.0,25.0,600.0,507.37869846026206,389.87060735886337,117.50809110139869
18,21.913356151683843,26.51191922962863,5.000010182954156,802.8114323984498,0.40963063554110785,0.0,0.7052287043343224,0.44478984484822576,33.0,2.0,25.0,600.0,504.8327241923681,391.02782803969666,113.80489615267143
19,21.909578580434925,26.448234349446523,5.0000025664284635,802.9582733078685,0.4111829246755283,0.0,0.6945969246529934,0.4367556605269098,33.0,2.0,25.0,600.0,499.13890617971924,393.9157808935913,105.22312528612791
20,21.902807825631555,26.372392893403685,5.0,803.1930500989891,0.40861330508167926,0.0,0.7117483392398898,0.44952937059574477,33.0,2.0,25.0,600.0,496.1005998174646,395.5650116348305,100.53558818263411
21,21.89610572868861,26.33236253289141,5.0,803.0147602073098,0.4074242635580464,0.0,0.719179500547062,0.45528854850563516,33.0,2.0,25.0,600.0,501.0040839213615,392.83562506340405,108.16845885795743
22,21.892863672647366,26.311254709594948,5.0,802.9557791013098,0.40804581391692246,0.0,0.714805070954924,0.45200423549523916,33.0,2.0,25.0,600.0,503.16588749849205,391.57386364282735,111.5920238556647
23,21.891239369677805,26.286847577052413,5.0,802.9455575221039,0.4104969675245724,0.0,0.698665063392549,0.43951198632760874,33.0,2.0,25.0,600.0,501.8014312904794,392.23333168238,109.5680996080994
24,21.888989408301995,26.239136655848768,5.0,803.0002902749779,0.4135622401168742,0.0,0.678464886831308,0.4238866904169068,33.0,2.0,25.0,600.0,497.1484699393844,394.83605500182983,102.31241493755459
25,21.88335327990461,26.16197459086044,5.0,803.3945050186172,0.41069830685000935,0.0,0.6975348589567025,0.4381802303436011,33.0,2.0,25.0,600.0,491.78764106652955,398.0954526257603,93.69218844076923
26,21.876484817314406,26.122812029865997,5.0,803.0637839684491,0.4224194996126,0.0,0.707702646896591,0.4467265631809809,33.0,2.0,21.0,600.0,496.8666856907072,395.0499889251122,101.81669676559498
